,sector,name,weight,price,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,cedear
MTCH,Communication Services,Match Group Inc.,0.031244,38.69,S&P500,31.01,1.24,0.40%,279.39M,-4.66%,10.52B,14.97,2.57,-0.69%,277.47M,-7.66%,364.20M,1.87,0.49,97.60%,4.03% / 2.65,-7.33%,3.19B,3.30,37.10%,-3.40%,11.19M,-19.48%,-1.29,-,8.40%,63.00,-64.64%,2.12,18.11,16.55%,-88.60%,34.62 - 114.36,-7.33%,-,22.08,-3.80%,14.50%,-66.38%,1.07,-,1.60,19.10%,69.90%,11.06%,1.61,2700,1.60,-2.50%,16.10%,43.86,4.08% 4.03%,Yes,-,144.60%,11.40%,0.72,38.39,Yes,-,Jan 31 AMC,0.00%,4.22M,38.45,2.20,1.22%,-11.30%,-25.86%,"3,032,711",0.16%,0
CPB,Consumer Staples,Campbell Soup Company,0.032228,54.98,S&P500,20.42,2.70,0.30%,299.00M,0.84%,16.34B,17.55,3.14,-8.91%,192.10M,5.23%,813.00M,3.76,0.65,52.90%,7.18% / 5.66,-2.82%,9.18B,1.78,-24.20%,-0.22%,13.79M,17.04%,12.04,4.58,6.80%,52.88,23.74%,0.53,103.43,5.44%,23.60%,43.99 - 57.78,-2.82%,1.48,38.00,-3.60%,11.60%,-4.54%,0.33,2.68%,0.30,8.00%,30.80%,25.38%,0.85,14700,0.80,12.50%,13.60%,63.19,1.03% 1.69%,Yes,1.27,10.20%,8.90%,0.76,54.98,Yes,1.11,Mar 08 BMO,54.50%,2.44M,55.15,3.30,2.63%,4.92%,7.59%,"1,858,037",0.31%,0
L,Financials,Loews Corporation,0.032775,58.1,S&P500,13.84,4.16,0.40%,237.61M,3.54%,13.37B,-,-,-4.36%,198.81M,-6.75%,1.01B,0.99,-,61.30%,0.82% / 1.81,-1.27%,14.10B,0.95,-31.40%,-3.30%,1.63M,15.55%,61.44,0.94,1.30%,60.00,-11.15%,2.29,25.12,14.03%,6.70%,49.36 - 68.20,-1.27%,0.25,5.15,7.60%,6.20%,-15.56%,0.83,0.43%,-,0.50%,-,16.67%,1.27,12050,-,-0.40%,12.30%,51.32,1.12% 2.23%,Yes,0.62,12.60%,7.20%,1.12,58.02,Yes,0.56,Feb 06 BMO,6.00%,898.79K,57.59,3.00,2.04%,-2.80%,0.84%,"1,006,978",-0.74%,0
CHRW,Industrials,C.H. Robinson Worldwide Inc.,0.033992,96.93,S&P500,13.30,7.29,0.30%,118.76M,0.57%,10.99B,18.82,5.15,-2.24%,115.10M,-3.93%,940.50M,13.79,1.21,99.48%,12.35% / 9.43,5.95%,24.70B,0.45,17.30%,-0.28%,14.22M,0.73%,11.40,8.51,13.60%,94.31,-9.93%,1.92,50.53,0.96%,52.40%,86.60 - 121.23,5.95%,2.44,8.44,16.20%,30.30%,-19.98%,0.80,2.52%,1.10,10.70%,14.50%,12.02%,2.35,17399,1.10,-22.10%,5.10%,46.12,2.06% 2.45%,Yes,1.53,-54.30%,3.80%,0.66,99.37,Yes,0.68,Feb 01 AMC,30.50%,1.51M,97.01,3.20,-1.21%,-2.85%,-3.46%,"996,362",-2.37%,0
NI,Utilities,NiSource Inc,0.032746,27.62,S&P500,16.37,1.70,0.38%,409.50M,2.62%,11.40B,16.63,1.67,-0.31%,404.59M,0.22%,749.00M,2.44,0.15,94.60%,1.57% / 1.62,1.24%,5.85B,1.95,33.20%,-2.50%,6.35M,10.20%,14.72,1.89,3.00%,30.89,-12.70%,0.10,279.46,6.70%,13.00%,23.78 - 32.58,1.24%,1.00,13.01,14.10%,6.30%,-14.81%,0.46,3.60%,0.40,3.70%,63.90%,16.74%,0.61,7117,0.60,21.00%,21.60%,54.52,1.51% 2.40%,Yes,1.88,43.30%,12.80%,1.00,27.96,Yes,1.58,Feb 22 BMO,51.10%,3.93M,27.76,1.80,1.57%,1.63%,0.10%,"3,917,312",-0.72%,0
SWK,Industrials,Stanley Black & Decker Inc.,0.034451,79.41,S&P500,81.64,0.97,0.20%,147.53M,3.95%,11.73B,15.41,5.15,-2.58%,147.16M,-8.96%,165.50M,3.39,-0.09,91.80%,5.93% / 4.55,5.75%,16.95B,0.69,-88.70%,1.92%,8.72M,5.62%,65.83,1.21,3.90%,95.33,-43.17%,2.68,29.66,24.06%,11.80%,70.24 - 147.37,5.75%,3.20,-,-33.60%,2.60%,-46.09%,1.31,4.03%,0.30,5.50%,26.00%,13.10%,2.53,54200,1.20,0.10%,1.90%,47.56,2.20% 2.93%,Yes,0.77,-142.60%,6.20%,0.77,80.58,Yes,0.55,Feb 02 BMO,43.90%,1.92M,79.44,2.90,0.00%,-5.87%,-8.98%,"1,470,337",-1.41%,0
HSIC,Health Care,Henry Schein Inc.,0.032124,81.81,S&P500,21.02,3.89,0.20%,134.06M,2.75%,10.56B,14.09,5.81,-28.12%,130.47M,3.71%,538.00M,2.47,1.31,99.90%,3.12% / 4.59,2.45%,12.65B,0.83,-12.30%,0.51%,4.06M,24.42%,25.70,3.18,6.30%,84.00,-6.15%,0.91,90.22,8.50%,15.10%,64.75 - 92.68,2.45%,-,20.86,7.20%,12.60%,-11.71%,0.81,-,0.90,7.30%,30.30%,26.38%,1.54,22000,1.80,1.20%,5.90%,60.29,1.31% 1.78%,Yes,0.33,-66.90%,4.30%,1.06,81.54,Yes,0.30,Feb 16 BMO,0.00%,885.49K,81.83,2.90,4.11%,0.13%,6.21%,"941,428",0.36%,0
HST,Real Estate,Host Hotels & Resorts Inc.,0.034324,16.34,S&P500,18.44,0.88,1.23%,714.70M,7.53%,11.12B,18.89,0.86,0.00%,706.78M,-4.63%,633.00M,0.65,0.30,-,4.97% / 4.58,1.43%,4.91B,2.27,-6.80%,-0.53%,35.13M,3.83%,9.39,1.73,5.20%,20.06,-15.14%,1.27,12.83,28.40%,9.40%,14.51 - 21.36,1.43%,0.48,10.20,2.70%,6.90%,-23.77%,1.32,2.95%,-,-1.80%,-,12.24%,0.50,165,-,26.60%,15.80%,52.07,2.62% 2.94%,Yes,0.63,-54.10%,12.90%,0.88,16.49,Yes,0.63,Feb 15 AMC,37.30%,7.66M,16.28,2.30,2.87%,-4.84%,-4.80%,"6,740,910",-1.27%,0
CRL,Health Care,Charles River Laboratories International Inc.,0.029893,240.0,S&P500,21.14,9.47,0.10%,50.91M,1.42%,10.02B,16.39,12.22,-43.03%,50.37M,-13.68%,486.20M,2.21,2.48,-,2.59% / 2.27,-8.10%,3.98B,2.52,24.70%,3.35%,1.30M,1.76%,58.46,3.43,6.60%,253.83,-29.48%,4.70,42.65,9.56%,17.90%,181.36 - 308.15,-8.10%,-,33.97,17.90%,9.50%,-35.01%,1.36,-,1.10,16.40%,36.80%,10.42%,7.43,20000,1.30,21.50%,16.40%,43.26,2.87% 3.59%,Yes,0.91,36.90%,12.20%,0.83,201.82,Yes,0.91,Feb 22 BMO,0.00%,574.05K,200.26,1.80,-0.69%,-11.33%,-8.95%,"477,804",-0.77%,0
GL,Financials,Globe Life Inc.,0.028835,109.38,S&P500,14.64,7.48,1.60%,96.98M,0.88%,10.52B,9.75,11.23,-18.36%,95.15M,-9.21%,739.70M,0.98,2.57,84.00%,1.35% / 2.40,-9.19%,5.21B,2.02,3.50%,-0.08%,1.28M,9.80%,50.48,2.17,2.80%,129.62,8.82%,0.96,113.65,14.89%,13.80%,87.87 - 123.85,-9.19%,0.90,8.01,8.90%,11.90%,-11.61%,0.79,0.82%,-,4.60%,-,24.58%,2.52,3543,-,2.00%,19.10%,43.26,1.29% 2.23%,Yes,0.42,22.10%,14.20%,1.32,110.02,Yes,0.33,Feb 01 AMC,10.80%,533.87K,109.47,2.60,-1.03%,-6.14%,-0.27%,"705,669",-0.50%,0
RCL,Consumer Discretionary,Royal Caribbean Group,0.041412,64.13,S&P500,-,-8.46,0.20%,255.19M,6.22%,16.26B,10.69,6.01,-73.81%,219.97M,-13.20%,-2156.00M,-,0.94,73.90%,8.58% / 4.85,29.98%,8.84B,1.84,59.50%,1.75%,18.87M,69.53%,11.24,5.72,-6.40%,79.00,-23.31%,7.65,8.40,-,-64.10%,31.09 - 87.68,29.98%,-,-,-25.60%,-3.30%,-26.72%,2.46,-,0.30,0.10%,26.90%,106.66%,2.47,102500,0.40,165.10%,-9.70%,47.45,2.32% 3.83%,Yes,8.15,63.20%,-24.40%,0.63,65.30,Yes,7.43,Feb 07 BMO,-,3.90M,64.25,2.20,-0.92%,-5.29%,23.54%,"2,443,927",-1.61%,0
MGM,Consumer Discretionary,MGM Resorts International,0.04114,43.05,S&P500,13.08,3.38,17.50%,383.75M,6.04%,16.10B,37.40,1.18,-0.64%,306.13M,-3.62%,1.44B,-,0.10,68.60%,2.62% / 1.89,31.97%,13.13B,1.23,44.60%,-7.69%,8.03M,48.89%,12.59,3.51,3.20%,54.48,5.51%,16.25,2.72,-,28.20%,26.41 - 46.24,31.97%,0.01,16.74,30.50%,5.40%,-4.29%,2.07,0.02%,1.80,4.00%,49.30%,67.55%,1.25,46000,1.80,17.50%,11.00%,59.64,1.79% 2.84%,Yes,1.84,202.20%,11.00%,0.88,44.42,Yes,1.56,Feb 08 AMC,0.30%,4.25M,44.25,2.10,3.85%,4.06%,23.69%,"3,754,176",-0.38%,0
MKTX,Financials,MarketAxess Holdings Inc.,0.042653,388.83,S&P500,58.55,6.65,1.90%,37.48M,2.12%,14.51B,43.85,8.87,-0.26%,36.67M,5.32%,250.20M,4.04,1.97,99.60%,2.70% / 2.76,39.54%,718.30M,20.20,-1.80%,-0.77%,0.99M,74.91%,28.84,13.49,15.50%,356.00,14.39%,11.55,33.68,14.51%,24.30%,217.44 - 397.27,39.54%,2.88,85.24,9.60%,22.10%,-2.04%,0.79,0.74%,-,12.80%,92.60%,78.97%,9.91,744,-,7.80%,45.50%,62.80,1.80% 2.85%,Yes,0.00,14.90%,34.80%,0.58,391.29,Yes,0.00,Jan 25 BMO,41.90%,358.48K,389.16,2.80,3.44%,7.11%,35.27%,"206,510",-0.54%,0
MAS,Industrials,Masco Corporation,0.032478,49.93,S&P500,13.78,3.62,0.10%,228.00M,4.52%,10.95B,13.47,3.71,-65.35%,224.74M,-5.65%,844.00M,5.45,0.97,97.60%,2.79% / 3.34,6.94%,8.68B,1.26,124.40%,-0.31%,6.28M,6.90%,-2.11,-,15.60%,57.53,-2.14%,2.06,24.22,2.53%,-152.90%,42.33 - 58.18,6.94%,1.14,30.58,23.30%,38.60%,-14.21%,1.19,2.28%,0.90,7.60%,31.30%,17.91%,1.30,19000,1.60,-4.90%,15.20%,48.42,1.92% 2.52%,Yes,-,-4.70%,9.70%,0.93,49.72,Yes,-,Apr 26 BMO,30.70%,1.88M,49.91,2.60,0.20%,-3.86%,-1.26%,"1,750,291",0.38%,0
PHM,Consumer Discretionary,PulteGroup Inc.,0.039043,58.95,S&P500,5.27,11.20,0.76%,227.12M,4.33%,12.89B,8.34,7.08,-2.96%,223.34M,6.90%,2.60B,0.57,1.78,94.30%,3.69% / 3.08,29.58%,16.23B,0.79,48.30%,-1.08%,8.23M,57.33%,39.25,1.50,18.60%,65.92,40.81%,4.82,12.24,9.20%,32.30%,35.03 - 60.89,29.58%,0.64,31.32,40.60%,22.60%,-3.10%,1.33,1.08%,-,13.60%,29.80%,68.42%,1.40,6524,-,18.60%,21.20%,69.45,1.91% 2.62%,Yes,0.30,47.50%,16.00%,0.71,58.28,Yes,0.23,Apr 25 BMO,5.30%,2.67M,59.00,2.10,6.03%,6.94%,29.38%,"1,893,499",1.24%,0
STX,Information Technology,Seagate Technology Holdings PLC,0.037375,65.75,S&P500,23.46,2.80,0.40%,206.00M,6.03%,13.34B,13.32,4.93,-4.34%,205.30M,1.83%,618.00M,-,0.59,87.80%,4.77% / 3.81,24.98%,9.35B,1.43,37.30%,-0.80%,9.79M,23.52%,-2.28,-,7.20%,67.33,-26.86%,3.79,17.33,-7.77%,-849.50%,47.47 - 91.80,24.98%,2.80,84.98,23.30%,33.40%,-28.38%,1.12,4.26%,0.70,1.60%,24.50%,38.51%,1.92,40000,1.10,-39.40%,10.10%,58.43,2.42% 2.83%,Yes,-,-107.20%,6.60%,0.82,66.12,Yes,-,Jan 25 AMC,98.00%,2.57M,65.75,2.50,5.81%,0.38%,3.38%,"2,112,525",-0.56%,0
CE,Materials,Celanese Corporation,0.031438,108.96,S&P500,6.26,17.42,0.20%,108.51M,5.65%,11.81B,7.52,14.50,0.56%,108.11M,-12.41%,1.90B,2.35,2.98,96.60%,2.64% / 2.51,6.70%,9.67B,1.22,2.10%,-0.51%,2.86M,20.75%,51.95,2.10,10.40%,128.52,-23.64%,-,-,2.67%,37.70%,86.71 - 161.37,6.70%,2.80,12.07,20.50%,9.20%,-32.40%,1.30,2.57%,0.90,9.50%,24.60%,25.82%,3.61,13263,1.60,3.20%,14.20%,50.59,2.08% 3.18%,Yes,2.60,46.50%,19.60%,0.77,108.89,Yes,2.37,Feb 23 AMC,15.70%,1.14M,109.09,2.50,1.98%,-5.42%,0.11%,"881,915",0.18%,0
JNPR,Information Technology,Juniper Networks Inc.,0.032095,34.31,S&P500,24.08,1.43,1.33%,323.00M,4.97%,11.03B,13.32,2.58,-6.22%,322.81M,12.22%,471.00M,1.51,0.52,93.40%,2.80% / 2.40,7.73%,5.30B,2.08,87.60%,-0.70%,9.03M,31.81%,13.85,2.49,5.20%,36.35,-7.35%,3.40,10.12,15.95%,10.90%,25.18 - 37.34,7.73%,0.88,-,-1.60%,8.30%,-7.79%,0.94,2.56%,1.40,1.10%,55.80%,36.74%,0.64,10901,1.70,11.50%,10.70%,73.21,1.38% 1.93%,Yes,0.36,36.60%,8.90%,0.81,34.42,Yes,0.36,Apr 25 AMC,57.50%,3.77M,34.43,2.70,7.73%,8.99%,15.00%,"3,050,150",0.03%,0
EMN,Materials,Eastman Chemical Company,0.029407,86.7,S&P500,13.41,6.29,0.69%,119.30M,4.69%,9.88B,9.54,8.85,-0.24%,118.11M,-3.27%,793.00M,2.49,2.10,87.80%,1.63% / 1.85,3.65%,10.58B,0.93,1.60%,-3.05%,1.93M,18.80%,43.19,1.95,5.30%,95.43,-24.67%,4.21,20.04,5.38%,14.60%,69.91 - 113.64,3.65%,3.16,17.00,-2.40%,9.50%,-25.72%,1.52,3.74%,0.60,2.10%,20.20%,20.74%,2.40,14500,1.20,-11.90%,11.00%,54.81,1.96% 3.06%,Yes,1.00,-99.70%,7.50%,0.96,84.34,Yes,0.78,Jan 26 AMC,47.70%,1.04M,84.41,2.50,3.51%,-1.06%,-1.54%,"1,003,369",0.08%,0
LYV,Communication Services,Live Nation Entertainment Inc.,0.028794,69.41,S&P500,129.55,0.54,2.30%,226.87M,3.31%,15.87B,54.45,1.27,0.26%,155.81M,-5.02%,149.20M,-,0.67,71.90%,7.23% / 5.42,-0.62%,16.68B,0.95,120.90%,-0.67%,11.27M,-8.85%,-1.62,-,0.90%,96.12,-41.08%,24.49,2.83,-,-43.60%,64.25 - 118.56,-0.62%,-,10.69,23.40%,11.50%,-41.54%,1.30,-,1.00,11.50%,26.00%,7.88%,1.89,12800,1.00,58.70%,4.40%,49.05,1.66% 2.67%,Yes,-,-22.60%,0.90%,0.62,70.00,Yes,-,Feb 23 AMC,0.00%,2.08M,69.31,2.10,1.85%,-5.65%,-12.67%,"1,287,157",-0.99%,0
KMX,Consumer Discretionary,CarMax Inc.,0.03005,64.18,S&P500,18.16,3.56,0.20%,158.00M,10.83%,9.70B,22.15,2.92,2.81%,157.51M,-8.20%,575.60M,1.10,0.24,-,14.65% / 9.86,6.06%,31.65B,0.31,54.10%,1.58%,23.07M,-2.18%,34.73,1.86,2.20%,61.43,-33.06%,4.58,14.09,16.50%,10.70%,52.10 - 106.24,6.06%,-,12.21,16.40%,4.80%,-39.21%,1.43,-,0.80,15.00%,9.20%,23.95%,2.50,32647,2.60,-23.70%,2.40%,55.21,2.95% 3.96%,Yes,3.35,-85.50%,1.80%,0.77,64.28,Yes,3.24,Apr 11 BMO,0.00%,2.34M,64.58,2.50,5.62%,-4.12%,-14.19%,"1,797,426",0.47%,0
WDC,Information Technology,Western Digital Corporation,0.035017,37.36,S&P500,-,-0.29,0.70%,318.00M,5.65%,11.76B,29.43,1.26,0.00%,316.77M,-3.60%,-93.00M,-,-1.17,89.60%,2.50% / 1.76,17.91%,15.75B,0.75,78.70%,2.97%,7.93M,14.29%,38.10,0.98,-0.40%,46.93,-25.08%,5.92,6.28,-12.32%,-0.80%,29.73 - 63.26,17.91%,-,-,28.80%,9.20%,-41.20%,1.70,-,1.10,-0.30%,28.30%,25.13%,1.16,65000,1.90,-35.70%,4.60%,52.03,2.74% 3.02%,Yes,0.58,-178.30%,-0.60%,0.55,37.67,Yes,0.58,Jan 31 AMC,0.00%,4.50M,37.20,2.40,3.51%,-5.47%,-6.16%,"2,451,776",-1.25%,0
TAP,Consumer Staples,Molson Coors Beverage Company Class B,0.02811,51.85,S&P500,-,-0.82,0.10%,216.60M,2.04%,10.61B,12.08,4.31,0.00%,166.08M,-2.51%,-175.30M,-,1.29,87.20%,4.31% / 4.25,1.16%,10.70B,0.99,-117.50%,-2.54%,7.16M,8.61%,58.59,0.89,-0.70%,54.62,-2.36%,2.95,17.69,2.82%,-1.30%,46.69 - 60.12,1.16%,1.64,20.75,-16.80%,0.20%,-13.31%,0.86,3.15%,0.50,-0.60%,34.20%,11.64%,1.10,16600,0.80,0.40%,1.50%,52.91,1.47% 2.21%,Yes,0.52,-842.60%,-1.60%,0.75,51.68,Yes,0.49,Feb 21 BMO,-,1.68M,52.12,3.00,0.92%,-0.01%,-0.74%,"1,263,942",0.85%,0
CDAY,Information Technology,Ceridian HCM Holding Inc.,0.03246,72.82,S&P500,-,-0.48,0.30%,153.69M,6.41%,10.71B,45.25,1.62,-23.46%,152.11M,-1.65%,-73.40M,-,0.28,-,6.16% / 7.94,14.14%,1.25B,8.60,4.30%,-3.39%,9.38M,31.03%,13.73,5.33,-0.80%,85.00,7.11%,2.95,24.80,37.30%,-3.50%,43.23 - 79.66,14.14%,-,95.30,17.70%,-2.20%,-8.08%,1.45,-,1.10,13.20%,38.00%,69.37%,2.40,8526,1.10,19.10%,-5.00%,57.81,3.07% 3.35%,Yes,0.58,45.00%,-5.90%,1.38,73.22,Yes,0.58,Feb 08 AMC,-,1.18M,73.22,2.50,4.70%,0.98%,16.09%,"1,627,230",0.00%,0
BWA,Consumer Discretionary,BorgWarner Inc.,0.033927,48.67,S&P500,12.21,3.99,0.10%,233.79M,2.68%,11.18B,8.52,5.72,-59.66%,232.61M,-4.15%,944.00M,0.90,1.20,97.30%,2.27% / 2.57,20.99%,15.80B,0.71,77.80%,-1.24%,5.28M,55.10%,31.07,1.57,5.70%,54.07,25.19%,5.83,8.35,13.63%,13.50%,31.14 - 51.14,20.99%,0.68,16.32,3.40%,9.40%,-4.77%,1.42,1.40%,1.20,10.00%,19.60%,56.39%,1.19,52700,1.60,12.40%,8.70%,55.41,1.59% 2.37%,Yes,0.59,102.20%,6.00%,0.84,49.11,Yes,0.58,Feb 09 BMO,16.90%,2.06M,48.70,2.30,2.07%,1.48%,20.55%,"1,733,140",-0.83%,0
BXP,Real Estate,Boston Properties Inc.,0.022044,53.94,S&P500,9.94,5.40,0.10%,156.78M,6.54%,8.28B,21.89,2.45,6.92%,156.46M,-18.32%,848.10M,1.42,0.59,99.80%,3.99% / 3.58,-20.64%,3.11B,2.66,70.10%,-3.09%,6.24M,-28.46%,39.12,1.37,3.60%,68.11,-58.36%,4.47,12.00,7.00%,14.10%,46.18 - 130.48,-20.64%,3.92,19.70,13.00%,5.10%,-58.90%,1.11,7.31%,-,3.60%,63.00%,16.13%,2.49,780,-,8.00%,34.00%,41.60,3.56% 4.95%,Yes,2.36,-34.30%,27.30%,1.09,54.12,Yes,2.36,Jan 31 AMC,72.50%,1.75M,53.63,2.60,-2.10%,-16.79%,-28.23%,"1,895,715",-0.91%,0
TPR,Consumer Discretionary,Tapestry Inc.,0.030189,42.1,S&P500,12.78,3.36,0.50%,239.30M,5.28%,9.88B,10.25,4.18,-0.14%,233.64M,-3.55%,836.70M,1.04,0.96,96.70%,4.09% / 2.83,12.63%,6.59B,1.50,21.40%,3.70%,9.55M,50.86%,9.67,4.44,11.60%,49.79,15.45%,3.67,11.68,12.25%,35.60%,26.39 - 47.48,12.63%,1.20,40.26,8.70%,23.40%,-9.67%,1.47,2.80%,1.10,8.30%,69.30%,62.52%,1.12,12600,1.90,-5.40%,16.50%,56.03,2.03% 2.61%,Yes,0.72,18.20%,12.70%,0.69,43.11,Yes,0.71,Feb 09 BMO,32.20%,3.37M,42.89,2.10,3.23%,-0.68%,17.38%,"2,315,027",-0.51%,0
BBWI,Consumer Discretionary,Bath & Body Works Inc.,0.024157,36.38,S&P500,10.66,3.42,0.20%,229.00M,-0.52%,8.28B,10.22,3.57,-0.36%,222.32M,-7.81%,794.00M,3.55,0.26,96.60%,5.26% / 3.75,-13.38%,7.56B,1.10,-13.50%,-4.13%,11.70M,11.96%,-9.63,-,15.70%,50.12,-23.64%,5.43,6.72,3.00%,-31.60%,25.75 - 58.17,-13.38%,0.80,13.14,1.90%,42.40%,-37.25%,1.73,2.19%,1.10,-9.80%,43.10%,41.75%,1.56,8800,1.60,-4.60%,18.20%,43.66,3.54% 3.83%,Yes,-,-17.60%,10.60%,1.10,36.58,Yes,-,Feb 23 BMO,23.10%,3.12M,36.50,2.20,-0.13%,-10.87%,-3.15%,"3,429,414",-0.22%,0
REG,Real Estate,Regency Centers Corporation,0.027429,61.2,S&P500,21.79,2.81,0.40%,171.12M,4.70%,10.21B,28.51,2.15,-3.13%,169.68M,-3.21%,482.90M,-,0.49,-,1.48% / 2.58,-2.00%,1.22B,8.34,32.80%,-1.63%,2.51M,13.74%,35.63,1.72,4.40%,69.40,-14.14%,0.40,153.47,-0.69%,7.90%,51.97 - 73.41,-2.00%,2.60,53.38,24.50%,4.80%,-16.56%,1.17,4.24%,-,4.50%,71.70%,17.86%,1.41,445,-,5.90%,38.60%,54.95,1.67% 2.48%,Yes,0.61,40.60%,39.40%,0.61,61.18,Yes,0.61,Feb 09 AMC,89.60%,972.01K,61.25,2.30,3.48%,-2.23%,-0.71%,"590,898",0.11%,0
ALLE,Industrials,Allegion Public Limited Company,0.027473,105.97,S&P500,20.43,5.19,0.10%,88.00M,3.57%,9.17B,15.37,6.90,14.80%,87.40M,-7.58%,458.00M,1.98,1.66,97.60%,1.77% / 2.04,0.76%,3.27B,2.80,-2.80%,1.73%,1.54M,18.26%,10.70,9.91,12.60%,124.08,-3.39%,3.33,31.85,10.30%,56.30%,87.33 - 123.46,0.76%,1.80,36.45,8.90%,17.20%,-14.09%,1.11,1.70%,1.00,6.30%,40.40%,21.45%,2.58,12300,1.70,21.50%,17.70%,46.27,1.61% 2.41%,Yes,2.22,22.50%,14.00%,1.14,106.73,Yes,2.21,Apr 26 BMO,31.50%,756.13K,106.06,2.60,-0.48%,-5.69%,1.30%,"859,867",-0.63%,0
UHS,Health Care,Universal Health Services Inc. Class B,0.023695,127.59,S&P500,13.95,9.15,1.70%,71.17M,3.28%,8.87B,11.32,11.28,-0.20%,61.81M,0.45%,674.90M,3.39,2.35,-,2.90% / 2.77,-9.37%,13.40B,0.66,-22.70%,-3.13%,1.80M,44.81%,83.20,1.53,5.10%,141.38,-11.91%,1.48,86.33,4.11%,11.50%,82.50 - 158.28,-9.37%,0.80,43.59,4.00%,7.40%,-19.33%,1.26,0.63%,1.20,5.20%,-,54.78%,3.23,71200,1.30,5.20%,7.50%,51.26,1.56% 2.51%,Yes,0.81,-18.80%,5.00%,0.90,127.10,Yes,0.80,Feb 27 AMC,8.70%,648.36K,127.69,2.80,4.70%,-6.03%,7.48%,"580,984",0.46%,0
FOXA,Communication Services,Fox Corporation Class A,0.030246,34.55,S&P500,12.58,2.72,0.20%,541.00M,1.64%,17.48B,10.57,3.23,-6.59%,430.53M,-2.12%,1.51B,1.21,0.83,-,6.22% / 9.26,12.55%,14.29B,1.22,-41.50%,-1.10%,26.80M,11.41%,21.45,1.59,6.70%,38.00,-13.36%,7.93,4.31,10.40%,13.20%,28.01 - 40.12,12.55%,0.50,10.74,-0.90%,10.60%,-14.81%,0.87,1.46%,2.90,7.10%,36.60%,22.01%,0.77,10600,3.40,3.70%,18.20%,53.59,1.42% 2.22%,Yes,0.00,485.90%,10.50%,0.98,34.05,Yes,0.62,Feb 08 BMO,18.00%,2.89M,34.18,2.60,2.30%,-0.40%,4.52%,"2,835,502",0.38%,0
QRVO,Information Technology,Qorvo Inc.,0.030389,100.95,S&P500,23.68,4.26,0.50%,100.94M,2.39%,10.01B,23.01,4.38,-3.72%,99.28M,-1.78%,453.80M,-,0.18,89.40%,2.48% / 1.86,11.29%,4.10B,2.44,46.50%,-3.24%,2.46M,27.02%,41.26,2.44,6.20%,107.30,-18.72%,9.26,10.89,-1.84%,10.50%,75.38 - 125.38,11.29%,-,10.55,135.90%,16.30%,-19.55%,1.46,-,2.30,8.90%,42.70%,33.82%,3.02,8900,3.70,-33.30%,15.70%,51.95,2.10% 2.94%,Yes,0.00,-108.10%,11.10%,0.74,101.57,Yes,0.49,Feb 01 AMC,0.00%,1.32M,100.87,2.90,2.12%,-1.76%,4.93%,"980,262",-0.69%,0
HII,Industrials,Huntington Ingalls Industries Inc.,0.023834,204.75,S&P500,14.47,14.45,0.10%,40.10M,2.01%,8.34B,12.51,16.71,-17.42%,39.06M,-4.35%,579.00M,1.31,3.53,89.20%,2.53% / 2.33,-9.40%,10.68B,0.78,7.00%,-1.64%,0.99M,-5.64%,87.01,2.40,5.40%,246.50,4.79%,11.70,17.87,11.05%,18.80%,194.36 - 260.02,-9.40%,4.96,28.77,6.70%,6.60%,-19.62%,0.63,2.37%,0.90,7.50%,13.50%,7.53%,4.50,43000,0.90,5.00%,5.30%,50.29,1.65% 2.15%,Yes,0.83,3.00%,5.40%,1.32,207.02,Yes,0.72,Feb 09 BMO,33.10%,424.74K,209.00,2.70,1.25%,-2.38%,-6.94%,"561,959",0.96%,0
BIO,Health Care,Bio-Rad Laboratories Inc. Class A,0.029533,495.0,S&P500,-,-121.14,3.30%,29.68M,-1.22%,13.51B,25.66,18.11,-0.22%,21.32M,-7.59%,-3627.50M,-,3.80,80.50%,1.70% / 2.12,10.54%,2.80B,4.82,-186.50%,1.32%,0.36M,11.43%,323.93,1.43,-27.60%,616.80,-17.47%,61.60,7.55,17.80%,-39.00%,344.63 - 607.54,10.54%,-,165.59,35.55%,14.30%,-23.49%,0.91,-,4.30,5.30%,56.00%,34.88%,13.92,8200,5.60,-0.30%,16.70%,45.75,2.26% 2.88%,Yes,0.12,153.70%,-,0.85,479.02,Yes,0.12,Feb 16 AMC,-,171.15K,464.82,1.70,-2.59%,-2.07%,1.34%,"145,973",-2.96%,0
