,sector,name,weight,price,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
FITB,Financials,Fifth Third Bancorp,0.066254,33.75,S&P500,10.31,3.31,0.40%,687.54M,1.46%,23.84B,8.13,4.20,-4.57%,682.67M,-0.26%,2.31B,1.83,1.01,81.70%,2.05%,-12.42%,5.34B,4.46,104.30%,-0.06%,2.71,-22.86%,26.27,1.30,1.30%,43.04,-6.88%,34.21,1.00,5.62%,13.40%,31.80 - 50.64,-21.65%,1.20,15.92,14.40%,15.00%,-32.62%,1.33,3.52%,-,4.40%,-,7.31%,1.06,19247,-,-1.00%,96.40%,49.35,2.55% 2.86%,Yes,0.60,-26.90%,49.80%,0.76,33.43,Yes,0.60,Jul 21 BMO,30.10%,5.16M,34.12,2.10,1.28%,-3.45%,-18.34%,"3,928,022",2.06%
LYB,Materials,LyondellBasell Industries NV,0.067662,89.88,S&P500,5.06,17.60,0.20%,328.00M,2.67%,29.27B,5.65,15.78,-8.52%,256.40M,1.43%,5.87B,1.52,4.63,72.20%,2.11%,-12.03%,50.25B,0.58,294.90%,0.09%,2.13,-2.63%,38.71,2.30,15.60%,107.14,-7.16%,5.43,16.40,3.33%,50.00%,80.37 - 112.53,1.19%,4.76,5.79,12.90%,23.90%,-20.80%,1.29,5.34%,1.10,9.60%,18.70%,10.88%,2.70,19100,1.80,44.90%,14.60%,49.57,2.30% 2.70%,Yes,0.89,25.10%,11.70%,1.14,88.56,Yes,0.88,Jul 29 BMO,25.70%,2.54M,89.12,2.50,2.55%,-6.20%,-5.33%,"2,907,087",0.63%
ROK,Industrials,Rockwell Automation Inc.,0.083023,254.8,S&P500,46.43,5.50,0.16%,116.20M,15.20%,29.53B,23.50,10.86,-1.61%,116.04M,29.47%,644.00M,4.95,2.38,83.60%,2.65%,-3.06%,7.32B,4.03,32.10%,2.23%,2.59,-11.05%,22.65,11.27,6.30%,229.10,-16.25%,3.88,65.71,9.38%,26.30%,190.08 - 354.99,-26.82%,4.48,344.99,15.80%,21.10%,-28.09%,1.40,1.75%,0.80,3.50%,39.60%,34.30%,8.03,24500,1.10,1.80%,8.80%,82.61,4.06% 3.20%,Yes,1.56,-87.00%,8.80%,0.94,247.23,Yes,1.32,Jul 27 BMO,78.90%,1.19M,255.28,2.60,21.25%,23.42%,-7.05%,"1,109,953",3.26%
CHD,Consumer Staples,Church & Dwight Co. Inc.,0.06809,88.01,S&P500,26.98,3.26,0.10%,242.60M,-6.47%,21.16B,25.85,3.40,-8.98%,242.35M,-4.75%,811.20M,3.77,0.72,86.00%,1.71%,-12.38%,5.25B,4.03,6.40%,0.17%,2.90,-10.84%,14.03,6.27,10.60%,98.88,1.22%,0.73,121.33,7.16%,24.00%,80.34 - 105.28,-14.18%,1.05,30.71,13.60%,15.10%,-16.44%,0.38,1.19%,0.30,8.20%,43.20%,9.50%,2.22,5100,0.70,4.70%,20.10%,34.68,2.28% 1.81%,Yes,0.71,-6.20%,15.50%,2.60,96.21,Yes,0.47,Jul 29 BMO,30.70%,1.43M,87.97,2.90,-6.99%,-3.15%,-7.68%,"3,719,922",-8.56%
DHI,Consumer Discretionary,D.R. Horton Inc.,0.073893,78.03,S&P500,5.01,15.57,0.40%,353.10M,0.83%,26.91B,5.35,14.60,-0.90%,315.07M,18.21%,5.56B,0.42,5.33,82.90%,4.29%,7.10%,31.95B,0.84,78.00%,0.07%,3.45,-7.13%,47.51,1.64,18.60%,95.26,-18.30%,4.82,16.18,11.98%,29.60%,59.25 - 110.45,-28.05%,0.90,129.52,37.00%,20.60%,-29.35%,1.60,1.15%,-,18.00%,31.50%,31.70%,2.84,11788,-,24.10%,18.20%,63.60,3.53% 3.81%,Yes,0.33,59.30%,14.20%,0.78,78.31,Yes,0.24,Jul 21 BMO,6.50%,3.92M,78.03,2.00,5.85%,10.03%,-6.67%,"3,064,934",-0.36%
WST,Health Care,West Pharmaceutical Services Inc.,0.07275,343.56,S&P500,38.38,8.95,0.60%,74.40M,9.54%,25.69B,33.62,10.22,-1.76%,73.61M,14.70%,683.00M,4.13,2.21,98.00%,1.31%,5.59%,2.88B,8.92,89.50%,0.00%,2.13,-10.50%,31.27,10.99,21.60%,384.60,-15.15%,8.93,38.47,9.30%,30.80%,275.89 - 475.35,-26.75%,0.72,77.82,35.20%,24.80%,-27.72%,1.13,0.21%,2.20,13.40%,41.30%,24.53%,10.13,10065,2.90,7.40%,26.50%,69.42,3.71% 3.32%,Yes,0.11,14.60%,23.80%,1.23,339.92,Yes,0.09,Jul 28 BMO,7.60%,451.65K,343.56,2.10,10.98%,12.99%,-8.38%,"553,684",1.07%
EFX,Industrials,Equifax Inc.,0.073157,208.91,S&P500,34.42,6.07,0.40%,122.40M,4.01%,25.53B,23.71,8.81,-6.54%,121.82M,15.95%,749.90M,3.22,1.69,96.60%,1.81%,1.25%,5.16B,4.95,42.20%,1.81%,2.49,-7.12%,31.09,6.72,6.70%,225.05,-19.84%,1.83,114.19,10.70%,20.30%,169.25 - 300.11,-28.65%,1.56,211.19,8.30%,10.60%,-30.39%,1.49,0.75%,0.50,9.40%,59.10%,23.43%,5.86,12700,0.50,6.60%,22.50%,64.61,3.23% 2.88%,Yes,1.49,-6.60%,14.50%,0.70,207.50,Yes,1.07,Jul 20 AMC,25.40%,884.68K,208.91,2.00,8.09%,9.41%,-10.56%,"617,248",0.68%
LH,Health Care,Laboratory Corporation of America Holdings,0.068275,254.07,S&P500,12.04,21.78,0.20%,93.20M,6.43%,24.58B,14.42,18.18,-1.71%,92.46M,9.25%,2.10B,-,4.70,92.30%,2.21%,8.95%,15.86B,1.55,53.60%,0.23%,2.57,-1.33%,115.03,2.28,10.20%,299.38,-11.02%,13.16,19.92,-12.81%,20.10%,212.40 - 317.17,-16.56%,2.88,13.46,29.00%,15.90%,-17.33%,1.02,1.10%,1.80,11.00%,33.20%,23.44%,5.93,75500,2.00,-6.30%,18.20%,70.57,2.92% 2.21%,Yes,0.51,-33.10%,13.20%,1.34,252.38,Yes,0.51,Jul 28 BMO,0.00%,796.03K,262.19,1.80,7.49%,8.90%,-1.99%,"1,068,295",3.89%
FE,Utilities,FirstEnergy Corp.,0.066501,41.2,S&P500,19.05,2.16,0.10%,570.00M,7.25%,23.16B,16.17,2.54,0.00%,540.80M,7.51%,1.19B,-,0.52,86.30%,1.17%,-8.14%,11.39B,2.03,22.90%,0.11%,1.70,-0.39%,15.36,2.68,2.80%,45.77,8.02%,0.50,81.83,-2.42%,15.30%,35.32 - 48.85,-1.18%,1.56,-,11.90%,5.50%,-15.86%,0.40,3.80%,0.50,0.80%,72.60%,16.36%,0.85,12395,0.50,9.60%,18.50%,71.36,2.52% 2.22%,Yes,2.65,-18.10%,10.80%,1.24,40.14,Yes,2.48,Jul 26 AMC,69.60%,3.72M,41.10,2.30,8.11%,4.36%,0.17%,"4,604,563",2.39%
TSCO,Consumer Discretionary,Tractor Supply Company,0.063174,191.99,S&P500,21.98,8.71,0.20%,112.53M,-1.75%,21.81B,18.37,10.42,-15.75%,111.21M,-2.09%,1.00B,2.02,2.07,86.10%,2.75%,-8.15%,12.96B,1.68,35.00%,0.18%,2.45,-8.49%,15.91,12.04,12.90%,237.52,5.80%,3.56,53.80,10.90%,51.20%,166.49 - 241.54,-19.75%,3.68,80.40,21.40%,33.80%,-20.73%,0.95,1.92%,0.30,13.40%,35.10%,15.01%,6.13,22000,1.40,8.30%,10.10%,44.65,3.25% 2.80%,Yes,0.57,6.60%,7.70%,0.96,190.81,Yes,0.57,Jul 21 BMO,23.90%,1.25M,191.48,2.20,-3.31%,-1.52%,-10.31%,"1,197,778",0.35%
ZBH,Health Care,Zimmer Biomet Holdings Inc.,0.066949,110.39,S&P500,76.82,1.44,0.07%,209.58M,3.17%,23.45B,15.55,7.10,-19.13%,209.29M,3.60%,303.20M,10.97,1.65,92.90%,1.27%,-11.41%,7.65B,3.06,395.20%,-0.26%,2.07,-6.15%,57.44,1.92,0.90%,125.89,-30.08%,2.05,53.81,7.00%,1.70%,100.39 - 160.45,-10.43%,0.96,21.19,6.30%,3.20%,-31.20%,1.17,0.87%,0.90,0.40%,69.60%,9.96%,2.60,19500,1.70,3.90%,7.20%,57.40,2.22% 2.15%,Yes,0.52,-62.20%,2.80%,1.23,110.78,Yes,0.44,Aug 02 BMO,92.00%,1.29M,110.39,2.70,4.03%,-0.22%,-8.83%,"1,579,224",-0.35%
WTW,Financials,Willis Towers Watson Public Limited Company,0.066462,208.68,S&P500,15.38,13.45,0.40%,118.00M,2.35%,23.04B,13.28,15.59,-3.59%,110.63M,3.54%,1.71B,2.42,2.30,97.80%,1.83%,-9.59%,8.93B,2.58,170.20%,-0.06%,2.75,-7.20%,93.25,2.22,-,240.50,1.66%,19.74,10.48,6.36%,-,187.89 - 249.70,-12.86%,3.28,-,40.40%,11.40%,-17.12%,0.79,1.59%,1.10,2.70%,-,10.14%,4.72,44000,1.10,-3.10%,-,61.02,2.39% 2.17%,Yes,0.42,-77.50%,-,1.25,204.63,Yes,0.36,Jul 28 BMO,-,736.28K,206.94,-,3.87%,2.84%,-7.47%,"921,437",1.13%
HIG,Financials,Hartford Financial Services Group Inc.,0.061168,64.47,S&P500,8.87,7.27,0.20%,332.30M,1.08%,20.96B,7.94,8.12,-16.41%,327.68M,-0.71%,2.54B,0.69,1.52,94.30%,0.80%,-9.54%,22.48B,0.93,39.60%,-0.04%,1.34,-7.73%,46.83,1.38,3.40%,83.47,1.99%,0.69,94.00,12.84%,14.80%,61.15 - 78.17,-6.62%,1.54,6.59,33.60%,11.60%,-17.53%,0.95,2.39%,-,6.50%,-,5.43%,1.71,18100,-,1.80%,15.00%,48.84,2.58% 2.26%,Yes,0.32,93.60%,11.30%,2.03,62.85,Yes,0.28,Jul 28 AMC,19.90%,1.96M,64.47,2.10,0.37%,-3.39%,-7.57%,"3,981,735",2.58%
ARE,Real Estate,Alexandria Real Estate Equities Inc.,0.070614,165.56,S&P500,60.28,2.75,1.00%,158.20M,10.36%,26.69B,54.04,3.07,-3.07%,-,14.69%,403.80M,-,0.66,-,-,-12.95%,2.25B,11.87,-36.50%,0.27%,5.92,-10.65%,107.02,1.55,-,203.18,-17.01%,4.81,34.44,-8.40%,-,130.00 - 224.95,-25.65%,4.72,-,31.40%,1.60%,-26.30%,0.89,2.85%,-,18.10%,70.30%,27.52%,4.04,559,-,28.20%,-,72.36,2.83% 2.42%,Yes,0.61,-,-,0.85,163.20,Yes,0.61,Jul 25 AMC,-,1.19M,165.78,1.70,12.05%,10.46%,-11.17%,"1,012,747",1.58%
LUV,Industrials,Southwest Airlines Co.,0.065337,38.13,S&P500,40.42,0.94,0.30%,592.00M,-5.27%,22.97B,10.10,3.77,-0.13%,590.89M,5.36%,584.00M,-,1.19,80.00%,1.73%,-18.72%,18.43B,1.25,129.50%,-0.30%,1.79,-10.98%,17.60,2.17,1.60%,54.82,-26.05%,26.12,1.46,-,5.70%,34.36 - 56.33,-11.02%,-,8.11,-14.20%,6.40%,-32.33%,1.04,-,1.80,-4.90%,71.10%,10.94%,1.42,58865,1.90,128.80%,7.30%,44.50,2.89% 3.07%,Yes,1.03,-346.50%,3.20%,1.38,38.15,Yes,0.99,Jul 28 BMO,0.00%,5.71M,38.12,2.20,-1.56%,-4.65%,-12.92%,"7,896,381",-0.08%
ABC,Health Care,AmerisourceBergen Corporation,0.063691,145.93,S&P500,17.83,8.19,0.20%,209.24M,2.41%,30.49B,12.75,11.45,-93.70%,156.08M,1.64%,1.73B,1.81,2.57,67.80%,2.59%,-7.49%,229.67B,0.13,144.40%,0.93%,2.70,8.35%,2.63,55.49,3.00%,170.67,18.92%,16.04,9.10,9.87%,655.90%,113.68 - 167.19,9.81%,1.84,12.36,3.20%,24.30%,-12.72%,0.48,1.26%,0.60,7.80%,3.50%,28.37%,2.91,38000,0.90,17.40%,1.10%,56.22,1.63% 1.94%,Yes,11.73,23.10%,0.80%,0.46,145.57,Yes,8.44,Aug 03 BMO,21.70%,1.50M,145.93,2.30,2.71%,0.26%,4.25%,"681,788",0.25%
DRE,Real Estate,Duke Realty Corporation,0.069095,62.94,S&P500,23.34,2.68,0.10%,382.71M,4.81%,23.81B,65.85,0.95,0.00%,-,13.03%,1.02B,3.89,0.20,98.50%,-,4.35%,1.09B,21.75,179.20%,-0.04%,2.47,13.13%,16.27,3.85,10.00%,62.83,22.88%,0.02,2588.49,6.00%,17.30%,47.12 - 66.22,-4.69%,1.12,-,21.90%,9.60%,-5.53%,0.68,1.79%,-,8.60%,72.50%,32.77%,1.56,340,-,-3.80%,-,73.18,2.06% 2.50%,Yes,0.59,206.90%,93.30%,0.40,62.45,Yes,0.59,Jul 18 BMO,39.80%,3.47M,62.56,-,7.98%,14.08%,10.19%,"1,403,216",0.18%
CTRA,Energy,Coterra Energy Inc.,0.070114,30.59,S&P500,14.38,2.13,1.00%,810.00M,10.39%,24.96B,7.75,3.95,-3.62%,792.54M,14.53%,1.64B,1.37,1.23,96.30%,4.38%,6.56%,4.67B,5.35,358.90%,1.00%,3.18,50.40%,14.47,2.11,13.20%,37.46,105.01%,1.77,17.25,10.53%,23.30%,13.40 - 36.55,66.16%,0.60,39.75,35.20%,8.20%,-16.31%,-0.01,1.96%,1.50,24.40%,78.60%,128.27%,1.19,936,1.60,265.20%,46.90%,61.88,3.45% 4.01%,Yes,0.27,136.40%,35.10%,0.64,29.82,Yes,0.26,Aug 02 AMC,31.40%,10.91M,30.59,2.30,11.79%,2.39%,23.84%,"7,007,271",2.58%
CDW,Information Technology,CDW Corp.,0.070086,181.99,S&P500,25.07,7.24,0.20%,134.90M,6.72%,24.69B,17.27,10.51,3.34%,134.57M,14.83%,1.01B,1.91,2.42,95.20%,1.33%,7.64%,21.93B,1.13,29.20%,0.29%,2.37,-0.11%,6.62,27.42,9.00%,218.79,-0.86%,2.84,63.82,13.10%,115.50%,152.15 - 208.71,-11.35%,2.00,54.34,22.40%,15.10%,-13.02%,1.11,1.10%,1.10,8.80%,17.70%,19.31%,3.96,13900,1.30,23.00%,6.90%,73.60,2.01% 2.24%,Yes,7.39,12.60%,4.60%,1.28,178.15,Yes,7.29,Aug 03 BMO,24.50%,751.19K,181.53,1.90,10.74%,10.12%,1.41%,"962,418",1.90%
STE,Health Care,STERIS Plc,0.065495,225.65,S&P500,94.26,2.39,0.20%,100.10M,3.73%,22.81B,23.92,9.43,-13.06%,99.78M,8.31%,243.90M,9.43,1.92,95.80%,1.58%,-2.62%,4.59B,4.97,-46.40%,0.47%,3.21,4.88%,65.26,3.46,2.10%,259.83,4.10%,3.45,65.49,10.00%,3.70%,192.40 - 255.93,-7.30%,1.72,97.47,14.20%,3.70%,-11.83%,0.71,0.76%,1.40,11.90%,44.00%,17.28%,4.59,16422,2.00,38.60%,9.30%,66.40,1.60% 2.02%,Yes,0.47,-49.80%,5.30%,0.96,225.11,Yes,0.45,Aug 02 AMC,70.00%,491.63K,225.65,1.60,6.26%,5.09%,-0.86%,"472,368",0.24%
VTR,Real Estate,Ventas Inc.,0.061724,53.78,S&P500,141.90,0.38,0.50%,399.30M,3.86%,21.29B,146.94,0.37,-7.33%,397.85M,4.31%,144.90M,-,0.01,96.10%,1.60%,-6.71%,3.94B,5.41,-89.10%,0.03%,3.42,5.37%,27.58,1.95,0.60%,61.50,-9.83%,0.38,142.33,-,1.30%,45.44 - 64.02,5.20%,1.80,123.29,-39.60%,1.30%,-15.99%,1.15,3.35%,-,2.10%,45.50%,18.35%,1.28,434,-,11.80%,9.90%,61.63,2.08% 2.35%,Yes,1.13,162.90%,3.70%,2.25,53.32,Yes,1.13,Aug 04 AMC,468.90%,1.86M,53.78,2.30,4.56%,2.01%,-0.37%,"4,190,024",0.86%
ANET,Information Technology,Arista Networks Inc.,0.075021,116.57,S&P500,39.96,2.92,0.20%,308.05M,13.92%,37.21B,27.47,4.25,-79.87%,236.82M,22.86%,932.70M,2.15,0.91,66.70%,1.43%,-3.54%,3.16B,11.78,31.90%,-0.10%,1.70,-1.09%,13.48,8.65,16.60%,144.50,22.44%,10.73,10.87,18.60%,23.80%,85.18 - 148.57,-18.87%,-,41.17,33.30%,21.00%,-21.50%,1.30,-,3.20,21.20%,63.60%,36.92%,3.83,2993,3.70,31.40%,31.60%,71.98,3.57% 3.41%,Yes,0.00,50.40%,29.50%,0.99,115.33,Yes,0.00,Aug 01 AMC,0.00%,2.00M,116.63,2.20,14.58%,16.43%,-1.12%,"1,972,533",1.13%
ANSS,Information Technology,ANSYS Inc.,0.069689,278.99,S&P500 NDQ100,54.23,5.14,0.60%,87.12M,7.23%,24.27B,32.37,8.62,-1.93%,86.64M,15.54%,453.20M,4.72,1.60,95.40%,1.95%,-2.90%,1.97B,12.33,3.80%,-0.10%,3.17,-9.89%,50.09,5.57,7.50%,313.80,-23.64%,7.56,36.90,11.50%,10.40%,225.92 - 413.89,-30.45%,-,42.86,11.60%,8.60%,-32.59%,1.27,-,2.30,14.00%,86.80%,23.49%,8.33,5100,2.30,17.00%,27.70%,67.87,3.04% 2.99%,Yes,0.17,-1.70%,23.00%,0.84,276.39,Yes,0.17,Aug 03 AMC,0.00%,533.14K,278.99,2.70,12.00%,12.26%,-12.25%,"447,283",0.94%
PPL,Utilities,PPL Corporation,0.062765,29.2,S&P500,213.82,0.14,0.10%,735.50M,6.40%,21.33B,18.04,1.61,-0.52%,735.11M,7.46%,88.00M,12.18,0.30,68.30%,1.53%,-0.21%,6.07B,3.52,-97.20%,0.16%,2.04,-0.92%,18.85,1.54,1.80%,30.64,1.71%,5.79,5.02,17.56%,4.40%,24.98 - 30.72,-3.26%,0.90,-,-61.50%,3.70%,-5.32%,0.76,3.09%,1.80,-5.10%,85.40%,16.44%,0.50,5607,1.90,19.00%,24.10%,67.59,1.70% 1.82%,Yes,0.87,40.50%,10.40%,1.31,28.79,Yes,0.77,Aug 03 BMO,196.40%,5.54M,29.08,2.40,6.03%,3.74%,2.06%,"7,242,258",1.01%
WAT,Health Care,Waters Corporation,0.064309,364.03,S&P500,31.82,11.44,0.20%,60.58M,5.31%,22.17B,27.75,13.12,-3.18%,59.91M,10.45%,704.50M,3.46,2.66,91.60%,1.73%,18.92%,2.87B,7.73,33.70%,-0.06%,2.53,18.75%,6.19,58.81,22.80%,346.69,-6.90%,8.26,44.07,9.20%,215.80%,288.32 - 428.22,-2.30%,-,38.40,11.80%,37.60%,-14.99%,0.81,-,1.70,5.10%,58.60%,26.26%,8.92,7800,2.30,13.50%,29.50%,66.99,2.09% 2.61%,Yes,0.00,10.90%,24.60%,0.82,362.00,Yes,3.85,Aug 02 BMO,0.00%,410.32K,364.03,2.90,6.75%,9.73%,9.81%,"336,181",0.56%
FANG,Energy,Diamondback Energy Inc.,0.060911,128.05,S&P500,8.42,15.20,0.10%,177.56M,12.86%,23.23B,5.43,23.55,-28.85%,176.66M,4.67%,2.74B,0.50,6.62,91.60%,3.71%,0.70%,8.02B,2.90,141.40%,0.07%,2.12,1.35%,71.77,1.78,12.00%,180.03,63.92%,0.82,155.92,17.01%,23.20%,64.74 - 162.24,20.89%,2.80,5.56,50.00%,17.50%,-21.09%,2.13,2.19%,0.70,66.80%,82.00%,97.75%,6.26,870,0.70,103.40%,62.60%,57.37,4.50% 4.47%,Yes,0.46,227.10%,34.20%,0.80,123.61,Yes,0.46,Aug 01 AMC,12.80%,3.10M,128.02,1.90,10.69%,-1.87%,3.98%,"2,464,945",3.57%
MKC,Consumer Staples,McCormick & Company Incorporated,0.063118,87.35,S&P500,34.53,2.53,0.10%,268.30M,3.85%,23.11B,26.57,3.29,-48.88%,264.10M,2.01%,683.20M,6.77,0.83,85.40%,2.82%,-15.79%,6.34B,3.65,0.80%,0.11%,5.89,-11.05%,17.14,5.10,5.30%,92.24,3.68%,1.23,70.94,5.10%,15.20%,77.85 - 107.35,-9.58%,1.48,215.40,8.70%,8.50%,-18.63%,0.48,1.69%,0.30,7.40%,37.70%,12.20%,1.75,14000,0.70,-1.30%,14.30%,61.25,2.22% 1.93%,Yes,1.17,-35.60%,10.80%,1.85,87.53,Yes,0.85,Jun 29 BMO,55.60%,1.27M,87.35,3.00,4.96%,0.88%,-5.09%,"2,343,207",-0.21%
ON,Information Technology,ON Semiconductor Corporation,0.081723,66.75,S&P500,20.52,3.25,0.30%,433.30M,12.39%,29.87B,14.00,4.77,-6.02%,432.80M,30.63%,1.45B,1.17,1.26,97.90%,5.60%,22.58%,7.20B,4.15,306.80%,2.19%,2.71,24.43%,11.54,5.79,15.50%,69.71,72.96%,3.68,18.16,17.61%,33.20%,37.41 - 71.25,-1.68%,-,19.90,39.30%,14.60%,-6.28%,1.77,-,1.80,11.50%,43.80%,78.51%,2.73,30000,2.80,31.30%,24.90%,70.43,4.39% 4.68%,Yes,0.65,485.70%,20.10%,1.08,64.56,Yes,0.61,Aug 01 BMO,0.00%,8.94M,66.78,2.00,20.91%,18.22%,15.13%,"9,680,315",3.44%
NTRS,Financials,Northern Trust Corporation,0.059098,99.61,S&P500,13.59,7.34,0.30%,208.03M,2.44%,20.82B,12.00,8.31,-0.37%,207.56M,1.05%,1.53B,1.25,1.87,84.80%,1.52%,-7.03%,6.74B,3.09,30.70%,-0.08%,3.48,-13.04%,50.59,1.97,0.90%,113.73,-12.17%,18.13,5.50,10.84%,13.70%,89.68 - 135.15,-16.58%,3.00,30.74,10.50%,0.90%,-26.17%,1.15,3.01%,-,4.90%,-,11.26%,2.70,21100,-,8.40%,29.80%,54.17,2.18% 2.51%,Yes,14.91,4.20%,22.10%,0.99,97.97,Yes,0.33,Jul 20 BMO,39.10%,908.46K,99.78,2.60,2.85%,-0.61%,-11.81%,"896,367",1.85%
MTCH,Communication Services,Match Group Inc.,0.059524,73.5,S&P500 NDQ100,81.10,0.90,0.40%,284.46M,1.52%,21.65B,25.21,2.91,0.00%,283.82M,3.12%,283.50M,4.90,0.53,-,2.99%,-10.16%,3.11B,6.95,-55.90%,0.62%,2.70,-31.16%,-0.43,-,5.80%,110.05,-55.13%,3.12,23.50,16.55%,-211.60%,63.33 - 182.00,-44.57%,-,22.66,6.60%,11.60%,-59.72%,0.80,-,1.10,21.70%,71.20%,15.76%,3.46,2500,1.10,19.60%,27.90%,52.28,4.01% 4.60%,Yes,-,13.10%,9.10%,0.73,72.52,Yes,-,Aug 03 AMC,0.00%,3.14M,73.31,1.90,3.54%,-0.98%,-31.47%,"2,292,777",1.09%
MAA,Real Estate,Mid-America Apartment Communities Inc.,0.061365,185.73,S&P500,36.09,5.15,0.60%,115.26M,6.71%,21.23B,42.04,4.42,-5.36%,114.72M,7.24%,593.20M,5.16,0.94,94.80%,1.98%,-9.90%,1.83B,11.61,110.00%,-0.24%,3.40,-5.30%,51.36,3.62,-,199.78,-3.77%,0.53,351.56,7.00%,-,158.85 - 231.63,-19.05%,5.00,-,11.40%,4.20%,-19.82%,0.70,2.69%,-,9.60%,59.70%,16.92%,3.89,2429,-,12.00%,-,72.55,2.36% 2.13%,Yes,0.77,135.50%,-,1.12,183.99,Yes,0.77,Jul 27 AMC,-,667.77K,185.73,2.40,8.07%,7.69%,-6.38%,"748,346",0.95%
GWW,Industrials,W.W. Grainger Inc.,0.063637,531.0,S&P500,24.06,22.59,0.30%,51.10M,14.70%,27.74B,19.17,28.36,-10.16%,46.19M,19.73%,1.17B,1.67,6.65,72.80%,2.61%,5.55%,13.59B,2.04,54.40%,0.17%,3.89,12.86%,40.72,13.35,17.70%,539.80,17.84%,7.13,76.21,14.44%,61.20%,391.16 - 529.91,4.88%,6.88,71.68,15.10%,27.80%,2.57%,1.18,1.27%,1.40,5.10%,36.90%,38.95%,13.73,22700,2.50,18.30%,12.70%,77.94,3.02% 2.40%,Yes,0.00,57.40%,8.60%,2.49,501.88,Yes,1.12,Jul 29 BMO,28.50%,310.11K,543.53,2.60,15.66%,15.09%,12.18%,"773,056",8.30%
IT,Information Technology,Gartner Inc.,0.063275,265.48,S&P500,28.06,9.46,2.80%,82.02M,4.63%,21.64B,30.54,8.69,-0.56%,78.02M,10.55%,802.00M,3.05,2.13,93.70%,1.79%,-11.08%,4.89B,4.42,210.80%,-0.12%,2.70,-4.22%,1.44,184.36,11.20%,300.75,0.86%,5.60,47.44,9.20%,237.40%,221.39 - 368.99,-20.59%,-,17.20,31.90%,26.10%,-28.05%,1.47,-,0.70,14.10%,69.60%,19.92%,6.82,16600,0.70,14.40%,18.50%,64.73,2.16% 2.62%,Yes,20.83,12.90%,16.40%,0.82,264.99,Yes,20.78,Aug 02 BMO,0.00%,518.90K,265.48,2.10,7.65%,7.05%,-7.78%,"427,350",0.18%
ULTA,Consumer Discretionary,Ulta Beauty Inc,0.060978,388.8,S&P500,19.25,20.21,0.30%,52.25M,-4.30%,20.39B,17.69,21.98,-24.68%,51.10M,-0.70%,1.09B,2.29,4.91,92.70%,3.11%,-6.83%,9.04B,2.26,478.20%,-0.43%,1.85,10.62%,33.41,11.64,21.70%,457.70,16.23%,12.48,31.16,8.40%,60.80%,330.80 - 438.63,-5.68%,-,21.54,22.50%,64.30%,-11.34%,1.51,-,0.60,12.20%,39.30%,17.57%,12.62,16500,1.60,21.00%,15.80%,47.14,3.15% 2.97%,Yes,0.00,53.70%,12.00%,1.36,400.76,Yes,0.00,May 26 AMC,0.00%,859.24K,388.91,2.20,-0.58%,-0.82%,0.15%,"1,169,596",-2.96%
CMS,Utilities,CMS Energy Corporation,0.057649,68.73,S&P500,27.35,2.51,0.40%,289.30M,5.45%,19.56B,22.03,3.12,-0.95%,288.14M,3.35%,728.00M,3.23,0.46,95.90%,1.63%,-3.02%,7.69B,2.54,4.00%,0.15%,2.51,8.77%,22.92,3.00,4.60%,70.99,10.23%,1.57,43.85,8.48%,21.90%,58.51 - 73.76,5.66%,1.84,-,4.00%,5.40%,-6.82%,0.25,2.68%,1.10,2.80%,64.30%,17.47%,1.26,8504,1.40,17.90%,15.20%,62.13,1.70% 2.03%,Yes,1.88,9.90%,17.60%,0.80,68.53,Yes,1.82,Jul 28 BMO,37.80%,1.87M,68.73,2.60,3.90%,2.51%,5.21%,"1,496,568",0.29%
TTWO,Communication Services,Take-Two Interactive Software Inc.,0.059828,132.41,S&P500,37.11,3.58,0.40%,115.22M,1.78%,21.82B,15.95,8.32,-32.12%,103.22M,5.74%,418.00M,2.74,0.91,74.10%,4.85%,7.71%,3.50B,6.23,-29.60%,2.54%,1.74,-15.59%,33.06,4.01,6.50%,172.23,-21.92%,15.52,8.55,13.54%,11.50%,101.85 - 195.82,-25.32%,-,219.57,38.00%,11.20%,-32.22%,0.74,-,1.80,14.50%,58.20%,30.32%,3.33,7799,1.80,10.80%,13.50%,61.53,1.85% 2.60%,Yes,0.00,-49.50%,11.90%,0.66,130.35,Yes,0.00,Aug 08 AMC,0.00%,2.87M,132.73,1.90,4.91%,5.25%,-12.14%,"1,884,366",1.83%
