,sector,name,weight,price,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
LUV,Industrials,Southwest Airlines Co.,0.070845,40.62,S&P 500,43.08,0.94,0.30%,592.00M,1.68%,24.47B,10.76,3.77,-0.13%,590.89M,13.02%,584.00M,-,1.19,80.00%,2.04%,-13.30%,18.43B,1.33,129.50%,-0.30%,2.14,-6.34%,17.60,2.31,1.60%,54.82,-19.88%,26.12,1.55,-,5.70%,34.36 - 56.33,-5.18%,-,8.64,-14.20%,6.40%,-27.89%,1.04,-,1.80,-4.90%,71.10%,18.22%,1.33,58865,1.90,128.80%,7.30%,57.95,2.44% 3.23%,Yes,1.03,-346.50%,3.20%,0.80,40.24,Yes,0.99,Jul 28 BMO,0.00%,5.64M,40.62,2.20,6.49%,0.98%,-7.79%,"4,502,136",0.94%
ABC,Health Care,AmerisourceBergen Corporation,0.064092,144.15,S&P 500,17.61,8.19,0.20%,209.24M,2.67%,30.12B,12.59,11.45,-93.70%,156.08M,-0.31%,1.73B,1.78,2.57,67.80%,2.42%,-9.34%,229.67B,0.13,144.40%,0.93%,2.47,9.60%,2.63,54.81,3.00%,170.67,18.83%,16.04,8.99,9.87%,655.90%,113.68 - 167.19,8.47%,1.84,12.21,3.20%,24.30%,-13.78%,0.48,1.28%,0.60,7.80%,3.50%,26.80%,3.09,38000,0.90,17.40%,1.10%,52.22,1.81% 2.19%,Yes,11.73,23.10%,0.80%,0.39,142.50,Yes,8.44,Aug 03 BMO,21.70%,1.53M,144.15,2.30,1.30%,-1.51%,3.36%,"598,747",1.16%
DRE,Real Estate,Duke Realty Corporation,0.067891,60.03,S&P 500,22.40,2.68,0.10%,382.71M,6.85%,22.85B,63.19,0.95,0.00%,-,8.22%,1.02B,3.73,0.20,98.50%,-,0.25%,1.09B,20.87,179.20%,-0.04%,1.70,4.16%,16.27,3.69,10.00%,62.83,17.02%,0.02,2483.81,6.00%,17.30%,47.12 - 66.22,-8.55%,1.12,-,21.90%,9.60%,-9.35%,0.68,1.87%,-,8.60%,72.50%,27.40%,1.69,340,-,-3.80%,-,66.14,2.59% 2.69%,Yes,0.59,206.90%,93.30%,0.25,59.69,Yes,0.59,Jul 18 BMO,39.80%,3.51M,60.03,-,5.26%,10.67%,6.11%,"873,871",0.57%
CTRA,Energy,Coterra Energy Inc.,0.066973,28.89,S&P 500,13.58,2.13,1.00%,810.00M,5.36%,23.57B,7.32,3.95,-3.62%,792.54M,11.54%,1.64B,1.29,1.23,96.30%,4.19%,1.30%,4.67B,5.05,358.90%,1.00%,2.99,54.24%,14.47,2.00,13.20%,37.46,95.09%,1.77,16.29,10.53%,23.30%,13.40 - 36.55,56.92%,0.60,37.54,35.20%,8.20%,-20.96%,-0.01,2.08%,1.50,24.40%,78.60%,115.58%,1.34,936,1.60,265.20%,46.90%,54.71,4.11% 4.32%,Yes,0.27,136.40%,35.10%,0.47,27.71,Yes,0.26,Aug 02 AMC,31.40%,11.10M,28.89,2.30,7.63%,-3.32%,17.81%,"5,257,590",4.26%
CDW,Information Technology,CDW Corp.,0.06879,169.07,S&P 500,23.54,7.24,0.20%,134.90M,6.75%,23.18B,16.22,10.51,3.34%,134.57M,7.79%,1.01B,1.80,2.42,95.20%,1.34%,0.53%,21.93B,1.06,29.20%,0.29%,2.29,-7.70%,6.62,25.75,9.00%,218.79,-5.81%,2.84,59.92,13.10%,115.50%,152.15 - 208.71,-16.77%,2.00,51.02,22.40%,15.10%,-18.33%,1.11,1.17%,1.10,8.80%,17.70%,12.02%,4.08,13900,1.30,23.00%,6.90%,61.85,2.07% 2.38%,Yes,7.39,12.60%,4.60%,0.35,170.10,Yes,7.29,Aug 03 BMO,24.50%,787.79K,170.44,1.90,5.45%,3.69%,-4.81%,"271,915",0.20%
STE,Health Care,STERIS Plc,0.065058,218.07,S&P 500,91.09,2.39,0.20%,100.10M,4.88%,22.04B,23.12,9.43,-13.06%,99.78M,7.72%,243.90M,9.11,1.92,95.80%,1.43%,-6.59%,4.59B,4.81,-46.40%,0.47%,2.89,-4.22%,65.26,3.34,2.10%,259.83,2.64%,3.45,63.29,10.00%,3.70%,192.40 - 255.93,-10.41%,1.72,94.20,14.20%,3.70%,-14.79%,0.71,0.79%,1.40,11.90%,44.00%,13.34%,5.13,16422,2.00,38.60%,9.30%,58.48,2.07% 2.11%,Yes,0.47,-49.80%,5.30%,0.38,217.53,Yes,0.45,Aug 02 AMC,70.00%,492.82K,218.07,1.60,4.05%,1.74%,-4.17%,"186,275",0.25%
VTR,Real Estate,Ventas Inc.,0.061618,52.43,S&P 500,138.34,0.38,0.50%,399.30M,4.13%,20.76B,143.25,0.37,-7.33%,397.85M,4.99%,144.90M,-,0.01,96.10%,1.48%,-10.36%,3.94B,5.27,-89.10%,0.03%,3.11,-0.10%,27.58,1.90,0.60%,61.50,-12.40%,0.38,138.75,-,1.30%,45.44 - 64.02,2.56%,1.80,120.19,-39.60%,1.30%,-18.10%,1.15,3.43%,-,2.10%,45.50%,15.38%,1.39,434,-,11.80%,9.90%,55.02,2.38% 2.54%,Yes,1.13,162.90%,3.70%,0.99,51.78,Yes,1.13,Aug 04 AMC,468.90%,1.89M,52.43,2.30,2.46%,-0.79%,-2.94%,"1,880,570",1.26%
ANET,Information Technology,Arista Networks Inc.,0.068461,103.46,S&P 500,35.44,2.92,0.20%,308.05M,2.86%,33.00B,24.37,4.25,-79.87%,236.82M,8.49%,932.70M,1.91,0.91,66.70%,1.43%,-12.10%,3.16B,10.45,31.90%,-0.10%,1.73,-12.79%,13.48,7.68,16.60%,144.50,8.63%,10.73,9.64,18.60%,23.80%,85.18 - 148.57,-28.03%,-,36.52,33.30%,21.00%,-30.36%,1.30,-,3.20,21.20%,63.60%,21.46%,3.38,2993,3.70,31.40%,31.60%,55.39,2.92% 3.35%,Yes,0.00,50.40%,29.50%,0.99,102.38,Yes,0.00,Aug 01 AMC,0.00%,1.95M,103.46,2.20,3.80%,3.55%,-12.05%,"1,931,185",1.05%
ANSS,Information Technology,ANSYS Inc.,0.06743,258.15,S&P 500,50.13,5.14,0.60%,87.12M,8.86%,22.44B,29.93,8.62,-1.93%,86.64M,4.62%,453.20M,4.36,1.60,95.40%,1.56%,-6.73%,1.97B,11.40,3.80%,-0.10%,2.48,-20.82%,50.09,5.15,7.50%,313.80,-29.41%,7.56,34.11,11.50%,10.40%,225.92 - 413.89,-35.70%,-,39.62,11.60%,8.60%,-37.68%,1.27,-,2.30,14.00%,86.80%,14.16%,8.03,5100,2.30,17.00%,27.70%,57.78,2.76% 3.01%,Yes,0.17,-1.70%,23.00%,0.58,260.17,Yes,0.17,Aug 03 AMC,0.00%,546.37K,257.92,2.70,4.88%,4.38%,-19.29%,"317,890",-0.86%
PPL,Utilities,PPL Corporation,0.061241,27.85,S&P 500,204.78,0.14,0.10%,735.50M,2.43%,20.43B,17.28,1.61,-5.04%,735.11M,4.66%,88.00M,11.66,0.30,68.30%,1.18%,-6.83%,6.07B,3.37,-97.20%,0.16%,1.54,-6.10%,18.85,1.48,1.80%,30.64,-1.45%,5.79,4.81,17.56%,4.40%,24.98 - 30.72,-7.35%,0.90,-,-61.50%,3.70%,-9.33%,0.76,3.23%,1.80,-5.10%,85.40%,11.51%,0.54,5607,1.90,19.00%,24.10%,55.48,1.45% 1.87%,Yes,0.87,40.50%,10.40%,1.05,27.33,Yes,0.77,Aug 03 BMO,196.40%,5.63M,27.85,2.40,2.32%,-0.77%,-2.27%,"5,887,677",1.90%
WAT,Health Care,Waters Corporation,0.063126,344.94,S&P 500,30.15,11.44,0.20%,60.58M,6.66%,21.01B,26.30,13.12,-3.18%,59.91M,7.31%,704.50M,3.28,2.66,91.60%,1.98%,16.36%,2.87B,7.32,33.70%,-0.06%,2.81,8.05%,6.19,55.73,22.80%,346.69,-10.34%,8.26,41.75,9.20%,215.80%,288.32 - 428.22,-7.42%,-,36.39,11.80%,37.60%,-19.45%,0.81,-,1.70,5.10%,58.60%,19.64%,9.40,7800,2.30,13.50%,29.50%,57.30,2.50% 2.53%,Yes,0.00,10.90%,24.60%,0.40,345.68,Yes,3.85,Aug 02 BMO,0.00%,423.45K,344.94,2.90,2.56%,4.88%,4.11%,"170,353",-0.21%
FANG,Energy,Diamondback Energy Inc.,0.057454,119.9,S&P 500,7.90,15.20,0.10%,177.56M,6.64%,21.77B,5.09,23.55,-28.85%,176.66M,0.63%,2.74B,0.46,6.62,91.60%,4.36%,-6.07%,8.02B,2.71,141.40%,0.07%,2.50,3.57%,71.77,1.67,12.00%,180.03,56.19%,0.82,146.14,17.01%,23.20%,64.74 - 162.24,13.31%,2.80,5.21,50.00%,17.50%,-26.04%,2.13,2.33%,0.70,66.80%,82.00%,85.35%,6.99,870,0.70,103.40%,62.60%,49.36,4.66% 4.86%,Yes,0.46,227.10%,34.20%,0.93,113.43,Yes,0.46,Aug 01 AMC,12.80%,3.09M,119.99,1.90,3.26%,-8.47%,-2.29%,"2,875,274",5.78%
MKC,Consumer Staples,McCormick & Company Incorporated,0.062351,84.57,S&P 500,33.43,2.53,0.10%,268.30M,4.47%,22.38B,25.73,3.29,-48.88%,264.10M,-1.09%,683.20M,6.55,0.83,85.40%,2.70%,-17.32%,6.34B,3.53,0.80%,0.11%,5.63,-11.64%,17.14,4.93,5.30%,92.24,-1.34%,1.23,68.68,5.10%,15.20%,77.85 - 107.35,-12.46%,1.48,208.54,8.70%,8.50%,-21.22%,0.48,1.75%,0.30,7.40%,37.70%,8.63%,1.74,14000,0.70,-1.30%,14.30%,50.78,1.51% 2.00%,Yes,1.17,-35.60%,10.80%,0.74,84.11,Yes,0.85,Jun 29 BMO,55.60%,1.27M,84.57,3.00,1.26%,-3.55%,-7.99%,"944,363",0.55%
ON,Information Technology,ON Semiconductor Corporation,0.077318,58.7,S&P 500,18.23,3.25,0.30%,433.30M,7.99%,26.54B,12.44,4.77,-6.02%,432.80M,17.57%,1.45B,1.04,1.26,97.90%,5.92%,14.60%,7.20B,3.68,306.80%,2.19%,2.88,8.42%,11.54,5.14,15.50%,69.71,63.25%,3.68,16.13,17.61%,33.20%,34.81 - 71.25,-12.63%,-,17.69,39.30%,14.60%,-16.72%,1.77,-,1.80,11.50%,43.80%,70.47%,2.58,30000,2.80,31.30%,24.90%,59.62,4.13% 4.62%,Yes,0.65,485.70%,20.10%,0.39,59.42,Yes,0.61,Aug 01 BMO,0.00%,8.90M,59.34,2.00,10.81%,6.13%,2.89%,"3,469,891",-0.13%
NTRS,Financials,Northern Trust Corporation,0.060398,98.97,S&P 500,13.28,7.34,0.30%,208.03M,-0.29%,20.35B,11.73,8.31,-0.37%,207.56M,3.97%,1.53B,1.23,1.87,84.80%,1.48%,-8.15%,6.74B,3.02,30.70%,-0.08%,3.26,-14.39%,50.59,1.93,0.90%,113.73,-12.51%,18.13,5.38,10.84%,13.70%,89.68 - 135.15,-18.45%,3.00,30.05,10.50%,0.90%,-27.83%,1.15,3.08%,-,4.90%,-,8.76%,3.05,21100,-,8.40%,29.80%,48.38,2.47% 2.54%,Yes,14.91,4.20%,22.10%,0.67,97.40,Yes,0.33,Jul 20 BMO,39.10%,939.37K,97.54,2.60,0.32%,-3.31%,-14.05%,"631,729",0.14%
MTCH,Communication Services,Match Group Inc.,0.060931,70.97,S&P 500,78.93,0.90,0.40%,284.46M,9.55%,21.07B,24.54,2.91,0.00%,283.82M,-2.86%,283.50M,4.77,0.53,-,3.49%,-7.70%,3.11B,6.77,-55.90%,0.62%,3.03,-38.41%,-0.43,-,5.80%,110.05,-56.98%,3.12,22.87,16.55%,-211.60%,63.33 - 182.00,-46.05%,-,22.05,6.60%,11.60%,-60.80%,0.80,-,1.10,21.70%,71.20%,12.66%,3.66,2500,1.10,19.60%,27.90%,48.62,4.60% 5.02%,Yes,-,13.10%,9.10%,0.48,72.21,Yes,-,Aug 03 AMC,0.00%,3.27M,71.35,1.90,-0.20%,-3.94%,-34.37%,"1,577,306",-1.19%
MAA,Real Estate,Mid-America Apartment Communities Inc.,0.059673,173.24,S&P 500,33.66,5.15,0.60%,115.26M,4.09%,19.81B,39.21,4.42,-5.36%,114.72M,1.83%,593.20M,4.81,0.94,94.80%,2.07%,-16.34%,1.83B,10.83,110.00%,-0.24%,3.57,-14.61%,51.36,3.37,-,199.78,-7.65%,0.53,327.92,7.00%,-,158.85 - 231.63,-24.49%,5.00,-,11.40%,4.20%,-25.21%,0.70,2.89%,-,9.60%,59.70%,9.06%,3.67,2429,-,12.00%,-,54.17,1.89% 2.04%,Yes,0.77,135.50%,-,0.71,174.05,Yes,0.77,Jul 27 AMC,-,665.37K,173.24,2.40,1.22%,0.40%,-12.81%,"471,480",-0.47%
GWW,Industrials,W.W. Grainger Inc.,0.061756,482.12,S&P 500,21.34,22.59,0.30%,51.10M,6.37%,24.61B,17.00,28.36,-8.92%,46.19M,8.08%,1.17B,1.48,6.65,72.80%,2.61%,-3.45%,13.59B,1.81,54.40%,0.17%,3.82,-2.20%,40.72,11.84,17.70%,539.80,5.11%,7.13,67.60,14.44%,61.20%,391.16 - 529.91,-6.97%,6.88,63.59,15.10%,27.80%,-9.02%,1.18,1.43%,1.40,5.10%,36.90%,23.25%,11.39,22700,2.50,18.30%,12.70%,58.79,1.99% 2.27%,Yes,0.00,57.40%,8.60%,0.68,473.88,Yes,1.12,Jul 29 BMO,28.50%,316.04K,482.12,2.60,3.93%,2.40%,-0.19%,"213,329",1.74%
IT,Information Technology,Gartner Inc.,0.062279,251.96,S&P 500,26.63,9.46,2.80%,82.02M,5.52%,20.54B,28.99,8.69,-0.56%,78.02M,4.50%,802.00M,2.89,2.13,93.70%,1.73%,-14.10%,4.89B,4.20,210.80%,-0.12%,2.62,-8.40%,1.44,174.97,11.20%,300.75,-3.32%,5.60,45.02,9.20%,237.40%,221.39 - 368.99,-24.64%,-,16.32,31.90%,26.10%,-31.72%,1.47,-,0.70,14.10%,69.60%,13.81%,7.07,16600,0.70,14.40%,18.50%,55.30,2.62% 2.76%,Yes,20.83,12.90%,16.40%,1.10,253.74,Yes,20.78,Aug 02 BMO,0.00%,514.35K,251.96,2.10,3.20%,1.82%,-12.76%,"565,750",-0.70%
ULTA,Consumer Discretionary,Ulta Beauty Inc,0.063565,393.2,S&P 500,19.86,20.21,0.30%,52.25M,1.95%,21.04B,18.25,21.98,-24.68%,51.10M,1.35%,1.09B,2.36,4.91,92.70%,2.45%,-1.29%,9.04B,2.33,478.20%,-0.43%,1.46,14.84%,33.41,12.01,21.70%,457.70,17.47%,12.48,32.15,8.40%,60.80%,329.48 - 438.63,-2.69%,-,22.22,22.50%,64.30%,-8.52%,1.51,-,0.60,12.20%,39.30%,21.79%,12.08,16500,1.60,21.00%,15.80%,53.82,2.69% 2.99%,Yes,0.00,53.70%,12.00%,0.53,406.40,Yes,0.00,May 26 AMC,0.00%,856.63K,401.26,2.20,2.49%,2.54%,3.44%,"451,115",-1.26%
CMS,Utilities,CMS Energy Corporation,0.056364,65.87,S&P 500,26.21,2.51,0.40%,289.30M,1.64%,18.74B,21.11,3.12,-0.95%,288.14M,2.73%,728.00M,3.09,0.46,95.90%,1.87%,-8.21%,7.69B,2.44,4.00%,0.15%,2.81,3.34%,22.92,2.87,4.60%,70.99,6.11%,1.57,42.02,8.48%,21.90%,58.51 - 73.76,1.26%,1.84,-,4.00%,5.40%,-10.70%,0.25,2.79%,1.10,2.80%,64.30%,12.58%,1.34,8504,1.40,17.90%,15.20%,49.91,1.44% 2.01%,Yes,1.88,9.90%,17.60%,0.50,65.18,Yes,1.82,Jul 28 BMO,37.80%,1.92M,65.87,2.60,-0.17%,-1.99%,1.04%,"957,746",1.06%
TTWO,Communication Services,Take-Two Interactive Software Inc.,0.061528,130.77,S&P 500,36.56,3.58,0.40%,115.22M,5.76%,21.50B,15.71,8.32,-32.12%,103.22M,0.55%,418.00M,2.70,0.91,74.10%,5.21%,-4.13%,3.50B,6.14,-29.60%,2.54%,1.85,-20.63%,33.06,3.96,6.50%,172.23,-24.54%,15.52,8.43,13.54%,11.50%,101.85 - 195.82,-26.42%,-,216.32,38.00%,11.20%,-33.22%,0.74,-,1.80,14.50%,58.20%,28.39%,3.66,7799,1.80,10.80%,13.50%,58.45,2.56% 2.88%,Yes,0.00,-49.50%,11.90%,0.40,130.41,Yes,0.00,Aug 08 AMC,0.00%,2.91M,130.77,1.90,3.70%,5.22%,-13.89%,"1,167,293",0.28%
FTV,Industrials,Fortive Corp.,0.062298,58.31,S&P 500,32.14,1.81,0.30%,359.30M,7.44%,21.03B,17.24,3.38,0.49%,353.25M,6.46%,650.40M,3.15,0.72,90.02%,1.23%,0.88%,5.37B,3.92,-57.30%,3.91%,1.74,-18.74%,26.61,2.19,4.20%,71.71,-15.87%,-,-,10.20%,6.90%,52.47 - 79.87,-23.57%,0.28,24.13,-5.00%,5.40%,-26.99%,1.13,0.48%,0.70,-0.50%,57.50%,11.13%,1.42,18000,1.00,9.30%,16.00%,59.05,2.20% 2.30%,Yes,0.39,62.20%,12.00%,0.65,58.42,Yes,0.29,Jul 28 BMO,15.30%,2.50M,58.31,2.10,4.97%,1.39%,-11.17%,"1,610,843",-0.19%
LEN,Consumer Discretionary,Lennar Corporation Class A,0.064862,81.61,S&P 500,5.57,14.64,1.90%,289.89M,5.63%,22.91B,5.38,15.16,-0.69%,263.29M,15.42%,4.37B,0.24,4.95,94.70%,3.97%,6.01%,29.94B,0.77,81.30%,-0.10%,3.77,-14.37%,74.50,1.10,13.20%,91.65,-20.66%,5.40,15.11,23.70%,20.90%,62.54 - 117.54,-29.74%,1.50,15.90,29.40%,16.40%,-30.57%,1.50,1.84%,-,19.90%,22.80%,30.49%,2.96,10753,-,-28.90%,19.50%,62.50,3.49% 3.63%,Yes,0.28,-23.50%,14.60%,1.12,83.08,Yes,0.22,Jun 21 BMO,7.70%,2.77M,81.61,2.10,6.61%,8.42%,-9.93%,"3,115,636",-1.77%
CTLT,Health Care,Catalent Inc,0.057561,107.92,S&P 500,38.85,2.78,0.10%,180.00M,8.00%,19.79B,26.16,4.13,-72.95%,178.76M,-1.54%,486.90M,2.51,1.15,-,2.21%,19.03%,4.70B,4.21,174.00%,-0.13%,3.28,5.72%,25.73,4.19,4.90%,137.23,-7.17%,4.80,22.49,15.50%,11.40%,86.34 - 142.64,-15.71%,-,-,28.60%,9.50%,-24.34%,1.31,-,2.20,16.70%,33.80%,24.99%,3.72,17300,2.90,20.90%,16.10%,53.46,3.41% 3.36%,Yes,0.90,-38.10%,10.40%,0.68,107.61,Yes,0.90,May 03 BMO,0.00%,1.21M,107.92,1.70,1.19%,3.19%,-2.82%,"817,013",0.29%
CNP,Utilities,CenterPoint Energy Inc.,0.055691,30.1,S&P 500,20.90,1.44,0.30%,629.00M,1.83%,18.70B,20.16,1.49,-0.97%,628.67M,6.55%,891.00M,-,0.27,91.90%,1.55%,-5.44%,8.57B,2.18,62.50%,-0.52%,2.11,10.10%,14.56,2.07,4.30%,32.62,19.54%,1.36,22.13,-0.40%,19.10%,24.33 - 33.00,7.85%,0.68,-,-1.20%,4.90%,-8.79%,0.86,2.26%,0.80,2.10%,-,23.74%,0.65,9418,0.90,8.50%,19.80%,56.67,1.48% 2.18%,Yes,1.52,106.40%,18.40%,0.57,29.70,Yes,1.32,Aug 02 BMO,26.00%,4.63M,30.10,1.90,2.43%,0.42%,5.16%,"2,655,025",1.35%
GPC,Consumer Discretionary,Genuine Parts Company,0.061584,144.53,S&P 500,22.38,6.46,0.20%,141.92M,4.63%,20.19B,17.39,8.31,0.00%,138.56M,8.43%,926.90M,4.87,2.03,80.90%,0.88%,8.15%,19.70B,1.02,451.00%,1.02%,1.55,10.68%,25.34,5.70,6.30%,140.78,11.96%,4.37,33.05,4.60%,27.50%,115.63 - 145.26,3.09%,3.58,34.05,6.30%,14.70%,-0.50%,0.98,2.48%,0.60,4.20%,35.10%,24.99%,2.62,52000,1.20,18.60%,6.20%,69.75,1.49% 1.85%,Yes,0.98,14.90%,4.70%,0.93,144.49,Yes,0.94,Jul 27 BMO,51.40%,789.44K,144.53,2.80,5.06%,6.72%,9.28%,"735,842",0.03%
AMCR,Materials,Amcor PLC,0.056926,12.74,S&P 500,20.48,0.62,0.26%,1.50B,3.33%,19.21B,15.02,0.85,-19.53%,1.49B,6.70%,948.00M,3.44,0.24,44.10%,3.27%,10.02%,14.09B,1.36,55.60%,0.74%,4.03,6.61%,3.01,4.23,5.50%,12.52,12.74%,0.71,17.83,5.95%,20.60%,10.66 - 13.60,6.08%,0.48,100.56,23.80%,9.60%,-6.36%,-,3.77%,0.80,6.40%,19.70%,19.47%,0.29,46000,1.40,15.60%,9.60%,56.03,1.70% 2.22%,Yes,1.60,3.30%,6.70%,0.46,12.60,Yes,1.59,May 03 AMC,76.20%,12.06M,12.74,3.00,2.00%,0.64%,6.04%,"5,542,882",1.11%
VMC,Materials,Vulcan Materials Company,0.061456,156.4,S&P 500,34.46,4.54,0.10%,133.00M,5.39%,20.89B,20.59,7.60,-2.11%,132.62M,10.57%,606.00M,1.80,1.72,91.50%,1.26%,-8.58%,6.02B,3.47,14.40%,-0.33%,2.14,-15.92%,49.44,3.16,4.60%,206.45,-12.20%,0.92,169.73,19.15%,9.30%,137.54 - 213.65,-24.66%,1.60,68.15,10.20%,7.70%,-26.80%,0.78,1.02%,1.30,9.10%,23.50%,13.71%,3.76,11437,1.90,44.20%,15.10%,61.03,2.06% 2.53%,Yes,0.62,-42.20%,10.00%,0.75,155.65,Yes,0.60,Aug 04 BMO,33.30%,785.08K,156.40,2.00,5.91%,1.22%,-12.93%,"588,291",0.48%
DAL,Industrials,Delta Air Lines Inc.,0.059694,31.41,S&P 500,34.14,0.92,0.30%,638.00M,0.87%,20.53B,5.66,5.55,-3.34%,635.57M,6.26%,599.00M,2.56,1.60,66.10%,3.23%,-28.11%,41.80B,0.49,102.20%,-0.33%,1.40,-17.04%,5.97,5.26,0.80%,48.03,-22.27%,16.48,1.91,13.31%,18.00%,28.09 - 46.27,-19.63%,-,6.63,-39.90%,4.70%,-32.12%,1.22,-,0.60,-5.40%,42.10%,11.80%,1.40,83000,0.70,94.00%,6.90%,48.23,2.98% 3.94%,Yes,6.52,12.90%,1.40%,0.63,31.35,Yes,6.01,Jul 13 BMO,0.00%,14.70M,31.41,1.80,3.17%,-8.15%,-18.02%,"9,262,185",0.19%
CEG,Utilities,Constellation Energy Corporation,0.052376,53.36,S&P 500,-,-,0.10%,327.00M,0.27%,18.01B,12.88,4.27,0.00%,325.63M,-6.29%,-,-,0.43,80.40%,1.70%,-11.97%,19.65B,0.92,-134.70%,0.29%,2.13,22.13%,33.96,1.62,-,68.27,-,4.90,11.22,-,-,38.00 - 68.68,30.86%,0.56,-,-,-2.90%,-19.98%,-,1.03%,1.20,-,-,44.63%,2.47,11696,1.40,-57.90%,-,41.80,3.26% 4.03%,Yes,0.52,-81.50%,-,0.71,54.00,Yes,0.41,Aug 04 BMO,-,2.60M,54.96,2.10,-3.91%,-6.34%,-0.49%,"1,842,015",1.78%
MLM,Materials,Martin Marietta Materials Inc.,0.060564,330.33,S&P 500,31.28,10.56,0.50%,62.40M,5.07%,20.82B,20.06,16.47,-0.00%,61.96M,11.11%,660.80M,1.95,3.79,99.00%,2.13%,-6.90%,5.66B,3.68,-2.90%,0.18%,2.74,-13.59%,103.03,3.21,4.90%,408.32,-7.27%,3.01,109.81,16.00%,10.30%,284.99 - 446.46,-25.01%,2.44,40.63,11.10%,6.90%,-26.01%,0.84,0.74%,1.70,7.20%,23.50%,15.91%,8.60,10000,2.80,25.30%,16.50%,61.42,2.43% 2.76%,Yes,0.00,-62.50%,11.60%,0.64,326.21,Yes,0.79,Jul 28 BMO,22.80%,481.08K,330.33,2.20,6.12%,3.03%,-11.64%,"310,174",1.26%
K,Consumer Staples,Kellogg Company,0.053771,72.1,S&P 500,16.06,4.49,17.10%,340.00M,0.54%,24.05B,16.82,4.29,-2.82%,230.46M,4.01%,1.54B,8.03,1.04,87.20%,6.82%,4.00%,14.27B,1.69,16.40%,-0.41%,5.16,8.24%,11.16,6.46,8.40%,72.68,13.67%,-,-,2.00%,42.90%,59.54 - 75.56,11.92%,2.32,49.59,17.00%,11.80%,-4.58%,0.42,3.22%,0.40,1.80%,30.70%,21.10%,1.41,31000,0.70,2.50%,12.60%,55.11,1.68% 1.75%,Yes,1.92,15.30%,10.80%,0.53,71.14,Yes,1.57,Aug 01 BMO,51.30%,3.05M,72.10,3.00,0.27%,2.34%,9.46%,"1,626,925",1.35%
PKI,Health Care,PerkinElmer Inc.,0.055205,146.39,S&P 500,23.62,6.20,0.20%,126.14M,10.59%,18.63B,21.20,6.91,-6.41%,125.88M,1.44%,740.90M,0.53,2.02,97.40%,5.04%,-4.06%,5.02B,3.71,24.50%,-0.18%,8.02,-16.29%,56.97,2.57,5.50%,171.25,-10.92%,5.26,27.81,44.80%,11.60%,130.65 - 203.16,-27.19%,0.28,17.38,32.80%,8.20%,-27.94%,1.12,0.19%,1.40,19.10%,54.70%,12.05%,4.71,16700,1.90,-3.70%,22.30%,56.02,3.16% 2.96%,Yes,0.68,-58.50%,14.80%,0.45,146.67,Yes,0.68,Aug 04 BMO,4.50%,790.76K,146.39,2.30,3.20%,2.03%,-12.56%,"355,123",-0.19%
ALGN,Health Care,Align Technology Inc.,0.05813,251.45,S&P 500,28.40,8.88,0.30%,78.74M,-0.79%,21.24B,21.16,11.91,3.14%,73.87M,0.38%,705.90M,0.66,2.25,88.80%,3.53%,-30.09%,4.03B,5.27,-56.80%,0.36%,2.26,-45.53%,46.57,5.41,12.30%,382.80,-60.51%,12.02,20.97,43.25%,19.90%,225.86 - 737.45,-61.64%,-,40.00,33.00%,21.50%,-65.82%,1.79,-,1.20,29.60%,73.60%,11.60%,13.41,22540,1.30,8.80%,23.50%,46.57,6.08% 4.91%,Yes,0.00,-32.50%,17.50%,1.38,265.88,Yes,0.00,Jul 27 AMC,0.00%,1.15M,252.07,1.90,-1.11%,-2.98%,-45.37%,"1,591,391",-5.19%
RF,Financials,Regions Financial Corporation,0.058414,21.29,S&P 500,8.83,2.41,0.20%,938.00M,9.40%,19.63B,8.72,2.44,0.00%,929.78M,15.58%,2.31B,-,0.58,77.70%,2.04%,-0.37%,4.12B,4.76,141.90%,-0.05%,2.36,-3.67%,16.34,1.30,1.50%,24.10,11.47%,30.31,0.70,-0.64%,14.70%,18.01 - 25.57,-2.34%,0.80,8.42,23.60%,19.60%,-16.74%,1.31,3.76%,-,1.40%,-,18.21%,0.70,19723,-,3.80%,-,66.93,3.03% 3.19%,Yes,0.15,-12.80%,58.30%,1.02,20.65,Yes,0.15,Jul 22 BMO,25.30%,8.02M,21.29,2.20,10.41%,6.69%,-3.80%,"8,156,179",3.10%
